source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ethnic group]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[biological replicate]	comment[cleavage agent details]	comment [cleavage agent details]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 26	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_26.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	26	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_26.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 27	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_27.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	27	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_27.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 28	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_28.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	28	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_28.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 29	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_29.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	29	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_29.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 30	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_30.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	30	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_30.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 31	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_31.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	31	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_31.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 32	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_32.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	32	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_32.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 33	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_33.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	33	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_33.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 34	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_34.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	34	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_34.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 35	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_35.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	35	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_35.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 36	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_36.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	36	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_36.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 37	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_37.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	37	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_37.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 38	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_38.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	38	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_38.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 39	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_39.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	39	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_39.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 40	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_40.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	40	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_40.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 41	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_41.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	41	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_41.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 42	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_42.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	42	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_42.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 43	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_43.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	43	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_43.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 44	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_44.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	44	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_44.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 45	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_45.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	45	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_45.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 46	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_46.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	46	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_46.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 47	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_47.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	47	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_47.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 48	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_48.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	48	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_48.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 49	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_49.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	49	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_49.raw	cell line
Sample 1	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	run 50	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_50.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	50	not available	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_50.raw	cell line
