source name	characteristics[organism]	characteristics[disease]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[organism part]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	characteristics[depletion]	assay name	comment[label]	comment[proteomexchange accession number]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[file uri]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 131	AC=MS:1002038;NT=label free sample	PXD005940	1	10	00523_B05_P003816_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B05_P003816_B0J_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 137	AC=MS:1002038;NT=label free sample	PXD005940	1	11	00523_C05_P003816_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C05_P003816_B0K_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 140	AC=MS:1002038;NT=label free sample	PXD005940	1	12	00523_D05_P003816_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D05_P003816_B0L_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 133	AC=MS:1002038;NT=label free sample	PXD005940	1	13	00523_E05_P003816_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E05_P003816_B0M_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 132	AC=MS:1002038;NT=label free sample	PXD005940	1	14	00523_F05_P003816_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F05_P003816_B0N_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 138	AC=MS:1002038;NT=label free sample	PXD005940	1	15	00523_G05_P003816_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G05_P003816_B0O_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 124	AC=MS:1002038;NT=label free sample	PXD005940	1	16	00523_H05_P003816_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H05_P003816_B0P_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 130	AC=MS:1002038;NT=label free sample	PXD005940	1	17	00523_A06_P003816_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A06_P003816_B0Q_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 122	AC=MS:1002038;NT=label free sample	PXD005940	1	18	00523_B06_P003816_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B06_P003816_B0R_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 136	AC=MS:1002038;NT=label free sample	PXD005940	1	19	00523_C06_P003816_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C06_P003816_B0S_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 139	AC=MS:1002038;NT=label free sample	PXD005940	1	20	00523_D06_P003816_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D06_P003816_B0T_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 129	AC=MS:1002038;NT=label free sample	PXD005940	1	21	00523_E06_P003816_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E06_P003816_B0U_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 142	AC=MS:1002038;NT=label free sample	PXD005940	1	22	00523_F06_P003816_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F06_P003816_B0V_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 135	AC=MS:1002038;NT=label free sample	PXD005940	1	23	00523_G06_P003816_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G06_P003816_B0W_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 141	AC=MS:1002038;NT=label free sample	PXD005940	1	24	00523_H06_P003816_B0X_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H06_P003816_B0X_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 153	AC=MS:1002038;NT=label free sample	PXD005940	1	1	00523_A07_P003817_B0A_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A07_P003817_B0A_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 164	AC=MS:1002038;NT=label free sample	PXD005940	1	2	00523_B07_P003817_B0B_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B07_P003817_B0B_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 155	AC=MS:1002038;NT=label free sample	PXD005940	1	3	00523_C07_P003817_B0C_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C07_P003817_B0C_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 149	AC=MS:1002038;NT=label free sample	PXD005940	1	4	00523_D07_P003817_B0D_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D07_P003817_B0D_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 147	AC=MS:1002038;NT=label free sample	PXD005940	1	5	00523_E07_P003817_B0E_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E07_P003817_B0E_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 145	AC=MS:1002038;NT=label free sample	PXD005940	1	6	00523_F07_P003817_B0F_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F07_P003817_B0F_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 165	AC=MS:1002038;NT=label free sample	PXD005940	1	7	00523_G07_P003817_B0G_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G07_P003817_B0G_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 159	AC=MS:1002038;NT=label free sample	PXD005940	1	8	00523_H07_P003817_B0H_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H07_P003817_B0H_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 154	AC=MS:1002038;NT=label free sample	PXD005940	1	9	00523_A07_P003817_B0I_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A07_P003817_B0I_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 150	AC=MS:1002038;NT=label free sample	PXD005940	1	10	00523_B08_P003817_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B08_P003817_B0J_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 161	AC=MS:1002038;NT=label free sample	PXD005940	1	11	00523_C08_P003817_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C08_P003817_B0K_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 167	AC=MS:1002038;NT=label free sample	PXD005940	1	12	00523_D08_P003817_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D08_P003817_B0L_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 166	AC=MS:1002038;NT=label free sample	PXD005940	1	13	00523_E08_P003817_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E08_P003817_B0M_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 156	AC=MS:1002038;NT=label free sample	PXD005940	1	14	00523_F08_P003817_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F08_P003817_B0N_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 146	AC=MS:1002038;NT=label free sample	PXD005940	1	15	00523_G08_P003817_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G08_P003817_B0O_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 158	AC=MS:1002038;NT=label free sample	PXD005940	1	16	00523_H08_P003817_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H08_P003817_B0P_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 160	AC=MS:1002038;NT=label free sample	PXD005940	1	17	00523_A09_P003817_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A09_P003817_B0Q_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	no depletion	run 163	AC=MS:1002038;NT=label free sample	PXD005940	1	18	00523_B09_P003817_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B09_P003817_B0R_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
