source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]	factor value[compound]
Sample 12	Homo sapiens	not available	not available	not available	Anaplastic large cell lymphoma	not available	not available	DEL	no compound	glycosylation	3	cell	run 34	proteomic profiling by mass spectrometry	UM_2009_A_2479_a3-DEL.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2479_a3-DEL.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	DEL	no compound
Sample 12	Homo sapiens	not available	not available	not available	Anaplastic large cell lymphoma	not available	not available	DEL	no compound	glycosylation	3	cell	run 35	proteomic profiling by mass spectrometry	UM_2009_A_2544_a1-SUDHL1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2544_a1-SUDHL1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	DEL	no compound
Sample 12	Homo sapiens	not available	not available	not available	Anaplastic large cell lymphoma	not available	not available	DEL	no compound	glycosylation	3	cell	run 36	proteomic profiling by mass spectrometry	UM_2009_A_2544_a2-SUDHL1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2544_a2-SUDHL1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	DEL	no compound
Sample 13	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	no compound	glycosylation	2	cell	run 37	proteomic profiling by mass spectrometry	UM_2009_A_2544_a3-SUDHL1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2544_a3-SUDHL1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	no compound
Sample 13	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	no compound	glycosylation	2	cell	run 38	proteomic profiling by mass spectrometry	UM_2009_A_2561_a1-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2561_a1-L428.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	no compound
Sample 13	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	no compound	glycosylation	2	cell	run 39	proteomic profiling by mass spectrometry	UM_2009_A_2561_a2-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2561_a2-L428.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	no compound
Sample 14	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	1	cell	run 40	proteomic profiling by mass spectrometry	UM_2009_A_2561_a3-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2561_a3-L428.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 14	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	1	cell	run 41	proteomic profiling by mass spectrometry	UM_2009_A_2562_a1-MEDB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2562_a1-MEDB1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 14	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	1	cell	run 42	proteomic profiling by mass spectrometry	UM_2009_A_2562_a2-MEDB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2562_a2-MEDB1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 15	Homo sapiens	lymphoblast	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B lymphocyte	Med-B1	no compound	glycosylation	2	cell	run 43	proteomic profiling by mass spectrometry	UM_2009_A_2562_a3-MEDB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2562_a3-MEDB1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Med-B1	no compound
Sample 15	Homo sapiens	lymphoblast	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B lymphocyte	Med-B1	no compound	glycosylation	2	cell	run 44	proteomic profiling by mass spectrometry	UM_2009_A_2677_a1-SUDHL1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2677_a1-SUDHL1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Med-B1	no compound
Sample 15	Homo sapiens	lymphoblast	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B lymphocyte	Med-B1	no compound	glycosylation	2	cell	run 45	proteomic profiling by mass spectrometry	UM_2009_A_2677_a2-SUDHL1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2677_a2-SUDHL1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Med-B1	no compound
Sample 16	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	no compound	glycosylation	3	cell	run 46	proteomic profiling by mass spectrometry	UM_2009_A_2677_a3-SUDHL1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2677_a3-SUDHL1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	no compound
Sample 16	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	no compound	glycosylation	3	cell	run 47	proteomic profiling by mass spectrometry	UM_2009_A_2678_a1-OCILY2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2678_a1-OCILY2.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	no compound
Sample 16	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	no compound	glycosylation	3	cell	run 48	proteomic profiling by mass spectrometry	UM_2009_A_2678_a2-OCILY2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2678_a2-OCILY2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	no compound
Sample 17	Homo sapiens	lymph node	not available	not available	Diffuse large B-cell lymphoma	not available	not available	OCI-Ly2	no compound	glycosylation	1	cell	run 49	proteomic profiling by mass spectrometry	UM_2009_A_2678_a3-OCILY2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2678_a3-OCILY2.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	OCI-Ly2	no compound
Sample 17	Homo sapiens	lymph node	not available	not available	Diffuse large B-cell lymphoma	not available	not available	OCI-Ly2	no compound	glycosylation	1	cell	run 50	proteomic profiling by mass spectrometry	UM_2009_A_2764_a1-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2764_a1-L428.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	OCI-Ly2	no compound
Sample 17	Homo sapiens	lymph node	not available	not available	Diffuse large B-cell lymphoma	not available	not available	OCI-Ly2	no compound	glycosylation	1	cell	run 51	proteomic profiling by mass spectrometry	UM_2009_A_2764_a2-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2764_a2-L428.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	OCI-Ly2	no compound
Sample 18	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	2	cell	run 52	proteomic profiling by mass spectrometry	UM_2009_A_2764_a3-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2764_a3-L428.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 18	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	2	cell	run 53	proteomic profiling by mass spectrometry	UM_2009_A_2765_a1-MEDB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2765_a1-MEDB1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 18	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	2	cell	run 54	proteomic profiling by mass spectrometry	UM_2009_A_2765_a2-MEDB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2765_a2-MEDB1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 19	Homo sapiens	B lymphocyte	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B lymphocyte	Med-B1	no compound	glycosylation	3	cell	run 55	proteomic profiling by mass spectrometry	UM_2009_A_2765_a3-MEDB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2765_a3-MEDB1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Med-B1	no compound
Sample 19	Homo sapiens	B lymphocyte	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B lymphocyte	Med-B1	no compound	glycosylation	3	cell	run 56	proteomic profiling by mass spectrometry	UM_2009_A_2823_a1-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2823_a1-L428.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Med-B1	no compound
Sample 19	Homo sapiens	B lymphocyte	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B lymphocyte	Med-B1	no compound	glycosylation	3	cell	run 57	proteomic profiling by mass spectrometry	UM_2009_A_2823_a2-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2823_a2-L428.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Med-B1	no compound
Sample 20	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	3	cell	run 58	proteomic profiling by mass spectrometry	UM_2009_A_2823_a3-L428.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2823_a3-L428.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 20	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	3	cell	run 59	proteomic profiling by mass spectrometry	UM_2009_A_2824_a1-KARPAS1106P.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2824_a1-KARPAS1106P.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 20	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	not available	L428	no compound	glycosylation	3	cell	run 60	proteomic profiling by mass spectrometry	UM_2009_A_2824_a2-KARPAS1106P.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2824_a2-KARPAS1106P.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L428	no compound
Sample 21	Homo sapiens	Blood	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B cell lymphoma	Karpas 1106P	no compound	glycosylation	2	cell	run 61	proteomic profiling by mass spectrometry	UM_2009_A_2824_a3-KARPAS1106P.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2824_a3-KARPAS1106P.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 1106P	no compound
Sample 21	Homo sapiens	Blood	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B cell lymphoma	Karpas 1106P	no compound	glycosylation	2	cell	run 62	proteomic profiling by mass spectrometry	UM_2009_A_2881_a1-KARPAS1106P.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2881_a1-KARPAS1106P.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 1106P	no compound
Sample 21	Homo sapiens	Blood	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B cell lymphoma	Karpas 1106P	no compound	glycosylation	2	cell	run 63	proteomic profiling by mass spectrometry	UM_2009_A_2881_a2-KARPAS1106P.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2881_a2-KARPAS1106P.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 1106P	no compound
Sample 22	Homo sapiens	Blood	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B cell lymphoma	Karpas 1106P	no compound	glycosylation	3	cell	run 64	proteomic profiling by mass spectrometry	UM_2009_A_2881_a3-KARPAS1106P.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2881_a3-KARPAS1106P.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 1106P	no compound
Sample 22	Homo sapiens	Blood	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B cell lymphoma	Karpas 1106P	no compound	glycosylation	3	cell	run 65	proteomic profiling by mass spectrometry	UM_2009_A_2914_a1-NCEB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2914_a1-NCEB1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 1106P	no compound
Sample 22	Homo sapiens	Blood	not available	not available	Primary mediastinal large B-cell lymphoma	not available	B cell lymphoma	Karpas 1106P	no compound	glycosylation	3	cell	run 66	proteomic profiling by mass spectrometry	UM_2009_A_2914_a2-NCEB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2914_a2-NCEB1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 1106P	no compound
Sample 23	Homo sapiens	peripheral blood	57Y	not available	lymphoma	not available	lymphoblast	NCEB-1	no compound	glycosylation	1	cell	run 67	proteomic profiling by mass spectrometry	UM_2009_A_2914_a3-NCEB1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_2009_A_2914_a3-NCEB1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	NCEB-1	no compound
