Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	assay name	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[data file]	Material Type
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 174	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	14	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_14.raw	bladder_T_1_14.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 175	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	15	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_15.raw	bladder_T_1_15.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 176	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	16	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_16.raw	bladder_T_1_16.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 177	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	17	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_17.raw	bladder_T_1_17.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 178	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	18	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_18.raw	bladder_T_1_18.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 179	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	19	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_19.raw	bladder_T_1_19.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 180	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	20	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_20.raw	bladder_T_1_20.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 181	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_1.raw	bladder_T_2_1.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 182	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_2.raw	bladder_T_2_2.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 183	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_3.raw	bladder_T_2_3.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 184	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_4.raw	bladder_T_2_4.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 185	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_5.raw	bladder_T_2_5.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 186	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_6.raw	bladder_T_2_6.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 187	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	7	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_7.raw	bladder_T_2_7.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 188	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	8	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_8.raw	bladder_T_2_8.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 189	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	9	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_9.raw	bladder_T_2_9.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 190	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	10	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_10.raw	bladder_T_2_10.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 191	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	11	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_11.raw	bladder_T_2_11.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 192	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	13	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_13.raw	bladder_T_2_13.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 193	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	14	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_14.raw	bladder_T_2_14.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 194	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	15	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_15.raw	bladder_T_2_15.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 195	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	16	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_16.raw	bladder_T_2_16.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 196	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	17	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_17.raw	bladder_T_2_17.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 197	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	18	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_18.raw	bladder_T_2_18.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 198	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	19	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_19.raw	bladder_T_2_19.raw	tissue
Sample 10	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 199	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	20	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_2_20.raw	bladder_T_2_20.raw	tissue
