Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[organism part]	Characteristics[cell line]	Comment[proteomexchange accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 129	homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	PXD005946	000228_F05_P001357_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F05_P001357_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 13	homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	PXD005946	000261_D04_P0001563_A00_B00D_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_D04_P0001563_A00_B00D_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 130	homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	PXD005946	000228_A06_P001357_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A06_P001357_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 131	homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	PXD005946	000228_H06_P001357_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H06_P001357_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 132	homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	PXD005946	000228_F06_P001357_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F06_P001357_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 133	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_C04_P001358_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C04_P001358_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 134	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_C05_P001358_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C05_P001358_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 135	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_F04_P001358_B00F_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F04_P001358_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 136	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_A04_P001358_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A04_P001358_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 137	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_D04_P001358_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D04_P001358_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 138	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_H04_P001358_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H04_P001358_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 139	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_B04_P001358_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B04_P001358_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 14	homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	PXD005946	000261_A05_P0001563_A00_B00I_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_A05_P0001563_A00_B00I_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 140	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_B05_P001358_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B05_P001358_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 141	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_E04_P001358_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_E04_P001358_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 142	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_D05_P001358_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D05_P001358_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 143	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_A05_P001358_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A05_P001358_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 144	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	PXD005946	000228_G04_P001358_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G04_P001358_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 145	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_H02_P001359_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H02_P001359_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 146	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_D03_P001359_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D03_P001359_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 147	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_C03_P001359_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C03_P001359_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 148	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_A03_P001359_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A03_P001359_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 149	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_E02_P001359_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_E02_P001359_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 15	homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	PXD005946	000261_D05_P0001563_A00_B00L_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_D05_P0001563_A00_B00L_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 150	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_F02_P001359_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F02_P001359_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 151	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_H03_P001359_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H03_P001359_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 152	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_E03_P001359_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_E03_P001359_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 153	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_F03_P001359_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F03_P001359_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 154	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_G02_P001359_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G02_P001359_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 155	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_B03_P001359_B00F_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B03_P001359_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 156	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	PXD005946	000228_G03_P001359_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G03_P001359_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 157	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_B02_P001360_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B02_P001360_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 158	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_A01_P001360_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A01_P001360_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 159	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_D02_P001360_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D02_P001360_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 16	homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	PXD005946	000261_A04_P0001563_A00_B00A_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_A04_P0001563_A00_B00A_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 160	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_C01_P001360_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C01_P001360_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 161	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_H01_P001360_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H01_P001360_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 162	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_A02_P001360_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A02_P001360_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 163	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_B01_P001360_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B01_P001360_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 164	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	PXD005946	000228_G01_P001360_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G01_P001360_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
